"OBJECTID","Join_Count","Survey_to_Reef_Dist","TARGET_FID","SPECIES_CD","LIFE_STAGE","PRES","PRES2","N","SOURCE","LON_M","LAT_M","Habitat","Mangrove_Dist","Depth","StDev_Depth","Slope","Curvature","Plan_Curve","BPI_Fine","BPI_Broad","Rugosity","Mean_Sum_Temp","Mean_Sum_DO","Mean_Sum_Sal","Mean_Win_Temp","Mean_Win_DO","Mean_Win_Sal","OBJECTID_1","Source_1","Zone_","GeoForm","GeoformDet","GeoformD_1","BioCover","BioCoverDe","PercentBio","PercentCor","CMECS_Geo","CMECS_Bio","ClassLv0","ClassLv1","ClassLv2","ClassLv3","ClassLv4","Shape_Leng","POLY_AREA","PERIMETER","PA_Ratio","NEAR_FID","NEAR_DIST","Patch_ID","Coral_Reef_and_Hardbottom","Not_Classified","Seagrass","Unconsolidated_Sediment","Reef_Dist"
136,1,0,380,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",285092.7085,123065.5106,1,4100.477051,-4.643713951,0.042364664,0.593431652,0.101875305,0.048600141,605,137,1.000002742,30.48875618,6.04623127,35.51097488,23.301157,6.928443432,36.53630447,380,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",284.286824617,3150.86811696705,284.181995378788,0.0901916503101167,7160,14.8505609680209,7346,90429.152349646,0,694966.880852129,0,2993.0107421875
137,1,0,381,"HAE SCIU","SUBADULT",1,"PRESENCE",2.5,"REEF VISUAL CENSUS",284618.6958,123898.9391,1,3316.040771,-5.562495232,0.135055378,1.86162436,-0.357364655,-0.034532901,1220,137,1.000083447,30.47850418,6.036551952,35.51097488,23.23300743,6.929053307,36.59110641,381,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",181.871895434,2222.73066196971,181.831547212507,0.0818054793248651,6698,29.4644275201614,6696,51171.9298410705,0,734224.031070912,0,3122.142578125
138,1,0,382,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",284638.6022,123932.3003,1,3323.614258,-6.324953079,0.240661025,3.348121405,0.844799042,0.576644063,605,64,1.000155926,30.47857094,6.036759853,35.51097488,23.23461914,6.92893362,36.59255981,382,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",181.871895434,2222.73066196971,181.831547212507,0.0818054793248651,6698,29.4644275201614,6696,54822.2695339084,0,730573.931835582,0,3089.71606445312
139,1,0,383,"HAE SCIU","SUBADULT",1,"PRESENCE",22.5,"REEF VISUAL CENSUS",286521.9394,131651.7153,1,3660.304932,-5.18944931,0.267869651,3.669701576,0.140558243,-0.127707154,605,209,1.000360847,30.4223175,6.085524082,35.55290604,23.28288651,6.954704762,36.56217957,383,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",350.632677391,5159.76405675216,350.515471610086,0.0679324612045768,8230,3.23722200071972,8231,41490.3123008437,0,743120.093613393,785.613581956385,2316.70092773438
140,1,0,384,"HAE SCIU","SUBADULT",1,"PRESENCE",7.5,"REEF VISUAL CENSUS",286492.3074,131725.7506,1,3604.23877,-5.921000481,0.18495062,2.483593941,0.066364288,-0.288952708,605,137,1.000139594,30.42074394,6.085558891,35.55268478,23.27813148,6.95524025,36.56148911,384,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",99.6692798924,676.402728522676,99.692712485032,0.147386620841654,8231,3.23722200071972,8230,39849.9514669424,0,745342.029949324,204.657499846092,2372.76684570312
141,1,4.21071333535988,385,"HAE SCIU","SUBADULT",1,"PRESENCE",21,"REEF VISUAL CENSUS",281446.5701,110892.1673,3,6538.666504,-8.79751873,0.181904927,2.498901129,0.007461548,-0.057903387,-9,-8,1.000042796,30.44187546,6.114443779,35.51314163,23.40189171,6.908759594,36.21533203,385,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",101.878827348,757.213694830053,101.859353264536,0.134518635835552,1661,490.28145897729,3566,18878.6458511606,0,764923.273129986,1594.08630991135,2765
142,1,0,386,"HAE SCIU","SUBADULT",1,"PRESENCE",45,"REEF VISUAL CENSUS",281438.4356,110905.4121,1,6526.595703,-9.115140915,0.148453161,2.049456596,-0.417110443,-0.055420458,-9,-81,1.000044942,30.44214058,6.114295483,35.51324081,23.40050697,6.908876419,36.21516418,386,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",101.878827348,757.213694830053,101.859353264536,0.134518635835552,1661,490.28145897729,3566,14003.4464849599,0,770169.996927744,1222.98316047499,2776.21313476562
143,1,0,387,"HAE SCIU","SUBADULT",1,"PRESENCE",6,"REEF VISUAL CENSUS",284146.4618,112888.4481,1,7878.027344,-10.29870605,0.0404668,0.566867232,-0.061103821,0.008892084,-9,-8,1.000002265,30.44839668,6.105844498,35.51097488,23.53586006,6.90708971,36.00871658,387,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",115.314944578,681.499257536223,115.339287832897,0.169243453396963,1877,18.2267308393408,1879,138197.530685315,0,626306.482632836,20892.0712539057,1042.16772460938
144,1,0,388,"HAE SCIU","SUBADULT",1,"PRESENCE",1,"REEF VISUAL CENSUS",284140.505,112875.1169,1,7882.169434,-10.51852989,0.075937837,1.03546977,-0.459461212,-0.196397677,-9,-8,1.000032902,30.44824409,6.105940342,35.51097488,23.53623581,6.906945229,36.00953674,388,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",115.314944578,681.499257536223,115.339287832897,0.169243453396963,1877,18.2267308393408,1879,138785.289366321,0,625781.416619751,20829.4985394941,1040.95458984375
145,1,9.96165193453491,390,"HAE SCIU","SUBADULT",1,"PRESENCE",2.625,"REEF VISUAL CENSUS",282379.2925,114939.1977,3,5159.808594,-6.766595364,0.248504519,3.431181431,-0.20724678,0.122899435,605,64,1.000074387,30.47595596,6.08687973,35.52220535,23.27168465,6.928778648,36.17404175,390,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",114.331265525,974.666721501999,114.34201382394,0.117313961071467,2803,5.06108467800409,2806,61296.5628834589,0,724099.133450404,0,2973.00024414062
146,1,3.9788222376329,391,"HAE SCIU","SUBADULT",1,"PRESENCE",1,"REEF VISUAL CENSUS",282403.2986,114963.717,3,5164.808594,-7.301113129,0.142661437,1.999109745,0.493337631,0.274270087,-9,-8,1.000046015,30.47598267,6.086835384,35.52182007,23.27303314,6.928839684,36.17306519,391,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",114.331265525,974.666721501999,114.34201382394,0.117313961071467,2803,5.06108467800409,2806,64582.6355516491,0,720813.589885799,0,2958.35571289062
147,1,0.738641679920532,394,"HAE SCIU","SUBADULT",1,"PRESENCE",5,"REEF VISUAL CENSUS",282424.482,114956.0919,3,5183.092773,-7.501529694,0.222517118,3.068143606,-0.002433777,0.111087196,-9,-8,1.000024796,30.47583961,6.087058544,35.52157593,23.27543831,6.928711891,36.17205429,394,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",114.331265525,974.666721501999,114.34201382394,0.117313961071467,2803,5.06108467800409,2806,65747.3175602946,0,719648.572243356,0,2934.21362304688
148,1,0,395,"HAE SCIU","SUBADULT",1,"PRESENCE",16.125,"REEF VISUAL CENSUS",282423.5027,114951.6545,3,5188.092773,-7.322020054,0.22330156,3.085850954,0.187433243,0.349120229,605,-8,1.000083208,30.47581291,6.08710146,35.52158737,23.27566147,6.928682327,36.17201614,395,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",114.331265525,974.666721501999,114.34201382394,0.117313961071467,2803,5.06108467800409,2806,64925.3492662331,0,720470.692688409,0,2932.142578125
149,1,1.11259566889748,396,"HAE SCIU","SUBADULT",1,"PRESENCE",3.75,"REEF VISUAL CENSUS",281897.5397,113720.9676,1,5652.711914,-4.039385796,0.195823506,2.771252632,-0.115715981,-0.207842514,605,209,1.000033736,30.47080994,6.094225407,35.52867126,23.2831192,6.922950745,36.19461823,396,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",526.824409784,15613.9968246974,526.797081351929,0.033738772158495,3152,7.30449999962002,1977,249513.685283287,0,535063.021630509,819.582637332908,3085.5634765625
150,1,7.63538915340484,397,"HAE SCIU","SUBADULT",1,"PRESENCE",9.5,"REEF VISUAL CENSUS",287179.1309,122577.0493,3,6388.441895,-10.34308243,0.03487356,0.482854933,-0.000720978,0.061071597,605,-154,1.000003457,30.50719261,6.063905716,35.51097488,23.51920128,6.924383163,36.23743439,397,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",101.872748815,635.814239607332,101.827768368553,0.16015333099718,5912,35.5949375429588,7211,161308.735596683,0,607617.736353188,16469.8177408087,1167.96459960938
151,1,0,398,"HAE SCIU","SUBADULT",1,"PRESENCE",17.5,"REEF VISUAL CENSUS",287206.634,122679.1509,1,6369.949707,-10.5670023,0.220158041,3.005034685,0.999172211,0.338996083,605,-154,1.00018537,30.50716019,6.063775063,35.51097488,23.52064133,6.923628807,36.24374771,398,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",143.433395906,1080.16363890373,143.338865013583,0.132701064774833,7166,29.1326089427063,5736,151142.701541071,0,616651.443655151,17602.182536807,1186.45703125
152,1,0,399,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",284646.7525,119928.5876,1,4573.995117,-5.525052547,0.170721412,2.372657061,-0.330417633,-0.225074887,605,209,1.000031233,30.49207687,6.059104919,35.51097488,23.32218933,6.93569231,36.30968094,399,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",921.778661337,22843.5793840029,921.544736623005,0.0403415209644577,4334,3.36031893271542,4380,131725.834033693,0,626110.975261553,27559.4317090123,2960
153,1,0,400,"HAE SCIU","SUBADULT",1,"PRESENCE",4.5,"REEF VISUAL CENSUS",283416.7602,114654.2275,1,6074.047363,-8.635071754,0.223623723,3.182574272,0.85036087,0.489436269,-9,-8,1.000122666,30.46961975,6.094230652,35.51249313,23.38367844,6.923830986,36.08994675,400,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",160.342247836,1521.88354053219,160.282359296411,0.10531841302414,2947,12.8857558318362,1677,127230.342165917,0,658165.515012776,0,1819.94946289062
154,1,4.34965777719471,401,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",283471.9801,114676.7266,3,6107.331543,-8.833725929,0.195226625,2.652106762,-0.609985352,0.078339763,-9,-8,1.000186443,30.46953583,6.094260693,35.51218033,23.38834572,6.923841476,36.0843544,401,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",100.157611679,748.644796181516,100.159214738637,0.133787365182396,3220,5.98059211697782,3226,126117.437649492,0,658442.218851862,836.70744332024,1768.23376464844
155,1,0,402,"HAE SCIU","SUBADULT",0,"ABSENCE",0,"REEF VISUAL CENSUS",285388.1774,119470.2006,1,5509.533203,-9.173284531,0.222324342,3.050864935,1.110031128,0.905920327,605,-8,1.000363469,30.49561119,6.067593098,35.51097488,23.4035778,6.935686111,36.19745636,402,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",146.563982851,1653.81612254579,146.576701744169,0.0886293825207952,3590,26.7670751458318,3599,65795.4476213486,0,653049.221568244,66551.3351127167,2117.69555664062
156,1,4.34965777719471,403,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",283471.9801,114676.7266,3,6107.331543,-8.833725929,0.195226625,2.652106762,-0.609985352,0.078339763,-9,-8,1.000186443,30.46953583,6.094260693,35.51218033,23.38834572,6.923841476,36.0843544,403,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",100.157611679,748.644796181516,100.159214738637,0.133787365182396,3220,5.98059211697782,3226,126117.437649492,0,658442.218851862,836.70744332024,1768.23376464844
157,1,0,404,"HAE SCIU","SUBADULT",1,"PRESENCE",1.5,"REEF VISUAL CENSUS",285379.2066,119456.8494,1,5505.746582,-8.236707687,0.156394973,1.870391965,1.56595993,0.858224452,1220,64,1.000526309,30.49552917,6.067630291,35.51097488,23.40300941,6.935686111,36.19721603,404,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",146.563982851,1653.81612254579,146.576701744169,0.0886293825207952,3590,26.7670751458318,3599,68254.7561910983,0,646768.85817855,70372.6805126382,2121.482421875
158,1,2.13646798920804,405,"HAE SCIU","SUBADULT",1,"PRESENCE",1.5,"REEF VISUAL CENSUS",284763.1962,119652.3605,3,4809.974609,-8.387647629,0.247713104,3.435852766,0.496604919,0.190459996,-9,64,1.000057817,30.49269295,6.062209606,35.51097488,23.34056664,6.93570137,36.27529907,405,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",141.436930497,1122.31205726234,141.461433402035,0.126044652631732,2352,21.2431795628753,2355,177734.702424167,0,602292.188024816,5369.38006614405,2765.71069335938
159,1,1.35444410709576,406,"HAE SCIU","SUBADULT",1,"PRESENCE",2.25,"REEF VISUAL CENSUS",284759.1088,119662.3054,3,4800.83252,-8.390169144,0.197813749,2.726723194,0.30348587,-0.153807253,-9,64,1.000143051,30.49267197,6.062095642,35.51097488,23.33984375,6.935700893,36.27659607,406,"Biscayne Bay NPS",NA,"Patch Reefs","Aggregated Patch Reefs",NA,NA,NA,NA,NA,"G_B_S_AP","B_A_B","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef",141.436930497,1122.31205726234,141.461433402035,0.126044652631732,2352,21.2431795628753,2355,175810.975191205,0,603893.622806791,5691.38908744045,2774.85278320312
160,1,0,407,"HAE SCIU","SUBADULT",1,"PRESENCE",3.75,"REEF VISUAL CENSUS",283019.1862,115142.54,1,5458.864258,-4.164386272,0.016635494,0.206693202,0.163919449,0.055586342,1220,282,1.000005722,30.47456741,6.089060783,35.5148468,23.32498741,6.928046703,36.13925171,407,"Biscayne Bay NPS",NA,"Patch Reefs","Individual Patch Reef",NA,NA,NA,NA,NA,"G_B_S_P_I","B_R_S_C","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef",180.012463685,2514.0986639244,180.008070251322,0.0715994454928578,2915,41.1386835645609,3809,300867.674562383,0,480983.010552528,3545.32592492876,2415.84301757812
161,1,2.20692383823378,408,"HAE SCIU","SUBADULT",1,"PRESENCE",36,"REEF VISUAL CENSUS",261277.2442,81546.16881,1,4409.17334,-3.553578138,0.003559516,0.048586924,-0.01027298,-0.005677721,-9,64,0.99999994,30.38027954,6.142296791,35.55997467,23.44522858,6.884868622,36.4044075,408,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",133.15416443,1246.14702510862,133.133374398106,0.106836008685654,1565,152.701500932159,1612,27198.9665696046,0,758197.568584986,0,5103.412109375
162,1,0,409,"HAE SCIU","SUBADULT",1,"PRESENCE",40.5,"REEF VISUAL CENSUS",261296.354,81559.54749,1,4400.386719,-3.496819735,0.018009821,0.25150612,0.027523994,-0.011140657,-9,64,1.000000715,30.37985802,6.142413616,35.55886078,23.44464684,6.885148048,36.40397644,409,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",133.15416443,1246.14702510862,133.133374398106,0.106836008685654,1565,152.701500932159,1612,28931.6434633215,0,756464.508091342,0,5094.62548828125
163,1,0,410,"HAE SCIU","SUBADULT",1,"PRESENCE",2,"REEF VISUAL CENSUS",266981.1585,88042.25857,1,3872.691162,-4.182069302,0.062013511,0.852769613,0.204313278,0.085321136,605,137,1.000014067,30.35018539,6.135237217,35.54581833,23.3015213,6.910042763,36.20800781,410,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",222.61377892,3403.99800772073,222.586354003108,0.0653896839828493,4630,24.2919691334577,4631,8246.78877394516,0,772886.889168478,4263.45086125959,3286.40649414062
164,1,0,411,"HAE SCIU","SUBADULT",1,"PRESENCE",16.75,"REEF VISUAL CENSUS",266969.2043,88012.29028,1,3898.549072,-4.259512901,0.132354379,1.862247467,0.457893372,0.349726617,605,137,1.000043392,30.34900093,6.135674,35.54694366,23.30221748,6.909910202,36.20983887,411,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",222.61377892,3403.99800772073,222.586354003108,0.0653896839828493,4630,24.2919691334577,4631,9557.53416005366,0,771575.07289292,4263.45086125959,3308.8330078125
165,1,0,412,"HAE SCIU","SUBADULT",1,"PRESENCE",3,"REEF VISUAL CENSUS",273619.061,97881.51223,1,5766.280273,-6.437718391,0.010115018,0.136045247,0.049362183,0.014512382,-9,-8,1.000000477,30.50450706,6.109447479,35.5851593,23.3778019,6.932734966,36.2983284,412,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",104.301595064,678.047169714451,104.290121021561,0.153809536680878,4296,51.0048356975566,4609,37530.0809447151,0,232638.101369399,515228.426649503,6521.21337890625
166,1,8.6072618150622,413,"HAE SCIU","SUBADULT",1,"PRESENCE",5.25,"REEF VISUAL CENSUS",273593.9099,97873.62112,5,5743.351563,-6.43465519,0.000687864,0.007686223,-0.000558853,-0.00065114,-9,-8,1,30.50521851,6.108921051,35.58604813,23.37589264,6.932724953,36.2945137,413,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",104.301595064,678.047169714451,104.290121021561,0.153809536680878,4296,51.0048356975566,4609,32603.3547588173,0,234305.522238876,518487.499006261,6526.568359375
167,1,0,414,"HAE SCIU","SUBADULT",1,"PRESENCE",0.5,"REEF VISUAL CENSUS",273830.7303,100092.7015,1,4839.833496,-4.190255165,0.086353242,1.186263204,0.342102051,0.152541205,-9,64,1.0000211,30.53881645,6.097795963,35.66057205,23.29850197,6.93447113,36.26662827,414,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",160.706898309,1673.50088078316,160.731435290226,0.0960450258114039,4676,30.5494810962966,4324,28836.8980592038,0,674800.772379643,81758.6926052863,6196.955078125
168,1,0,415,"HAE SCIU","SUBADULT",1,"PRESENCE",5.5,"REEF VISUAL CENSUS",273819.5444,100111.4729,1,4821.549316,-3.63304019,0.110898174,1.499907732,0.114250183,0.207741305,605,137,1.000079989,30.53941727,6.097371578,35.66165543,23.29677582,6.934494972,36.2639122,415,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",160.706898309,1673.50088078316,160.731435290226,0.0960450258114039,4676,30.5494810962966,4324,25268.1697698749,0,679477.052481412,80650.8500088504,6198.6708984375
169,1,3.49382588901191,416,"HAE SCIU","SUBADULT",1,"PRESENCE",26,"REEF VISUAL CENSUS",274646.6257,100322.0569,3,5400.224609,-4.041144371,0.061250038,0.841197133,0.281360626,0.177147835,605,137,1.000015616,30.5130043,6.115194798,35.59092712,23.35649681,6.934309959,36.36106873,416,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",225.009909949,3230.75439432292,224.983247278895,0.0696379915707103,4558,38.6076779109564,4682,51220.5196854314,0,459021.159284315,275154.519430215,5286.68603515625
170,1,0.0650166878708776,417,"HAE SCIU","SUBADULT",1,"PRESENCE",3.5,"REEF VISUAL CENSUS",274683.8561,100331.1246,3,5412.295898,-4.907489777,0.106573671,1.46661067,0.32027626,0.039042588,605,64,1.000036359,30.51172256,6.115987301,35.58792114,23.35939598,6.934271812,36.36520004,417,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Individual Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_P_I","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Individual Patch Reef","Individual Patch Reef, Algae (Discontinuous)",225.009909949,3230.75439432292,224.983247278895,0.0696379915707103,4558,38.6076779109564,4682,47920.374126836,0,438737.359833506,298738.933911695,5242.5439453125
171,1,0,422,"HAE SCIU","SUBADULT",1,"PRESENCE",25,"REEF VISUAL CENSUS",256530.1483,75952.71652,1,3935.157715,-2.639281273,0.012443824,0.151021123,0.057837486,-0.003805705,1220,137,1.000002027,30.51997566,6.109438896,35.52112198,23.64352226,6.880900383,36.239151,422,"Unified Patch Reef Map v1.3","Lagoon","Coral Reef and Hardbottom","Aggregated Patch Reef",NA,"Algae",NA,"50%-90%","10%-50%","G_B_S_AP","B_A_B__P","Coral Reef and Hardbottom","Individual or Aggregated Patch Reef","Individual or Aggregated Patch Reef","Aggregated Patch Reef","Aggregated Patch Reef, Algae (Discontinuous)",502.608802828,12000.0569978743,502.711801557176,0.0418924511480425,1235,99.9118148857669,1138,60704.8701565664,0,548678.338649492,176012.856618355,4598.86865234375
